feature,importance,fold,seed
stmt_amt_max,1.0436989714885514,5,42
stmt_amt_median,0.8589189822869264,5,42
stmt_in_sum,0.7987663904228427,5,42
stmt_in_mean,0.9446132476658192,5,42
stmt_in_std,2.101844548731311,5,42
stmt_in_min,1.6511849631684805,5,42
stmt_in_max,0.9330495887772889,5,42
stmt_in_median,1.1688175765461721,5,42
stmt_out_sum,0.650264342975322,5,42
stmt_out_mean,0.6592821014412154,5,42
stmt_out_std,0.7144916186037399,5,42
stmt_out_min,0.7477659650675456,5,42
stmt_out_max,0.4260853728868352,5,42
stmt_out_median,1.5474866281257456,5,42
stmt_active_days,0.6666143038508893,5,42
stmt_days_since_first,1.3105832019156671,5,42
stmt_days_since_last,0.6310237418347338,5,42
stmt_txn_intensity_per_day,0.5056793648649379,5,42
title,6.213966894926477,5,3407
career,1.255271109109418,5,3407
zip_code,3.379769080106363,5,3407
residence,4.199809793594069,5,3407
loan,1.2590361932834209,5,3407
term,11.018454688887484,5,3407
interest_rate,26.02352734470726,5,3407
syndicated,0.050870381344148015,5,3407
installment,0.05904516225437833,5,3407
total_accounts,1.830947356800042,5,3407
balance_accounts,6.8930296625085505,5,3407
balance_limit,1.6295504905767788,5,3407
balance,1.0063035316859306,5,3407
level,5.846383884684895,5,3407
days_since_issue_time,2.361165276867221,5,3407
days_since_record_time,1.1397554596315156,5,3407
days_since_history_time,0.9927092900671909,5,3407
stmt_txn_count,0.2230885824089034,5,3407
stmt_amt_sum,0.20361233795737918,5,3407
stmt_amt_mean,0.6458362772831483,5,3407
stmt_amt_std,0.9584748934937073,5,3407
stmt_amt_min,10.684970352041008,5,3407
stmt_amt_max,0.6585292245911372,5,3407
stmt_amt_median,0.4832924776132611,5,3407
stmt_in_sum,0.176671837046011,5,3407
stmt_in_mean,0.5734316969094271,5,3407
stmt_in_std,0.4372462232093707,5,3407
stmt_in_min,1.6050948807677123,5,3407
stmt_in_max,0.31070226322239003,5,3407
stmt_in_median,0.9918815693437799,5,3407
stmt_out_sum,0.43030975148342,5,3407
stmt_out_mean,0.7593240964259502,5,3407
stmt_out_std,0.17233598695171032,5,3407
stmt_out_min,0.6715230340135655,5,3407
stmt_out_max,0.5655621230305197,5,3407
stmt_out_median,1.5661778742202586,5,3407
stmt_active_days,0.34096215929434626,5,3407
stmt_days_since_first,1.5522684537426397,5,3407
stmt_days_since_last,0.6290850314821042,5,3407
stmt_txn_intensity_per_day,0.2000232724330893,5,3407
